,title,feed_type,link,description,date,image,publisher,stocks,_id,target,combined,Aspects1,Aspects2
53,"Stocks in news: ICICI Bank, RIL, Balrampur Chini, Delta Corp, SBI and more",news-article,https://www.businesstoday.in/markets/stock-picks/story/stocks-in-news-icici-bank-ril-balrampur-chini-delta-corp-sbi-and-more-393030-2023-08-07?utm_source=rssfeed,"Stocks to watch out for today: ICICI Bank, Bank of Baroda, RIL, Britannia, Balrampur Chini, Delta Corp, SBI, Karur Vysya Bank, M&M and more",2023-08-07 17:30:00.000,https://pocket-image-cache.com/direct?url=http://akm-img-a-in.tosshub.com/businesstoday/images/story/202308/headline_stock_board_3_1-sixteen_nine.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'}","[{'sid': 'BACH'}, {'sid': 'BOB'}, {'sid': 'BRIT'}, {'sid': 'DELT'}, {'sid': 'ICBK'}, {'sid': 'KARU'}, {'sid': 'MAHM'}, {'sid': 'SBI'}]",64d07209a5cfe86dc38a1f39,BRITTANIA,"Stocks in news: ICICI Bank, RIL, Balrampur Chini, Delta Corp, SBI and more Stocks to watch out for today: ICICI Bank, Bank of Baroda, RIL, Britannia, Balrampur Chini, Delta Corp, SBI, Karur Vysya Bank, M&M and more",Price Action,Rumors
54,"Taking Stock: Nifty around 19,600, Sensex up 232 points; midcaps outperform",news-article,https://www.moneycontrol.com/news/business/markets/taking-stock-nifty-around-19600-sensex-up-232-points-midcaps-outperform-11115411.html,"Divis Laboratories, Mahindra & Mahindra, SBI Life Insurance, LTIMindtree and Adani Ports were among the top gainers on the Nifty, while losers included Britannia Industries, Tata Motors, Bajaj Auto, Stat Bank of India and Axis Bank",2023-08-07 15:43:35.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/sensex_nifty-marketup_sensexup-Niftyup-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APSE'}, {'sid': 'AXBK'}, {'sid': 'BAJA'}, {'sid': 'BOI'}, {'sid': 'BRIT'}, {'sid': 'DIVI'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': 'NTFM'}, {'sid': 'SBIL'}, {'sid': 'TAMdv'}, {'sid': 'TAMO'}, {'sid': '.NSEI'}, {'sid': '.NIMI150'}, {'sid': '.NIFMDCP100'}]",64d0c895a5cfe86dc38a22a6,BRITTANIA,"Taking Stock: Nifty around 19,600, Sensex up 232 points; midcaps outperform Divis Laboratories, Mahindra & Mahindra, SBI Life Insurance, LTIMindtree and Adani Ports were among the top gainers on the Nifty, while losers included Britannia Industries, Tata Motors, Bajaj Auto, Stat Bank of India and Axis Bank",Price Action,Market
55,"F&O Manual | Pharma stocks propel benchmark indices; sideways momentum in Nifty at 19,600 levels",news-article,https://www.moneycontrol.com/news/business/markets/f-sideways-momentum-in-nifty-at-19600-levels-11113481.html,"Analysts expect Nifty to consolidate between 19,900 and 19,200. A move above 19,600 crucial for optimistic scenario; below 19,300 may reinforce selling pressure. Bullish setups for REC Ltd, PFC, Idea, and Divislab; short buildup for Britannia, ABFRL, and Dixon.",2023-08-07 13:19:37.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/07/stocks_in_news-1-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'BRIT'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': 'PWFC'}, {'sid': 'RECM'}, {'sid': '.NSEI'}, {'sid': '.NIPHARM'}]",64d0ac75a5cfe86dc38a21da,BRITTANIA,"F&O Manual | Pharma stocks propel benchmark indices; sideways momentum in Nifty at 19,600 levels Analysts expect Nifty to consolidate between 19,900 and 19,200. A move above 19,600 crucial for optimistic scenario; below 19,300 may reinforce selling pressure. Bullish setups for REC Ltd, PFC, Idea, and Divislab; short buildup for Britannia, ABFRL, and Dixon.",Price Action,Technical Analysis
56,"Buzzing Stocks: Britannia, Delhivery, Shipping Corp, BHEL, Biocon, others in news",news-article,https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-britannia-delhivery-shipping-corp-bhel-biocon-others-in-news-11101641.html,"Stocks to watch: Check out the companies making headlines before the opening bell today, July 27, 2023",2023-08-07 06:52:10.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/Stock-2-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'BRIT'}, {'sid': 'BION'}, {'sid': 'BHEL'}, {'sid': 'DELH'}]",64d04ebba5cfe86dc38a1e43,BRITTANIA,"Buzzing Stocks: Britannia, Delhivery, Shipping Corp, BHEL, Biocon, others in news Stocks to watch: Check out the companies making headlines before the opening bell today, July 27, 2023",Rumors,
57,"Stocks To Watch: Adani Enterprises, Britannia, NDTV, AIA Engineering, Fortis, BHEL, Godrej Consumer Products",news-article,https://www.bqprime.com/business/stocks-to-watch-adani-enterprises-britannia-ndtv-aia-engineering-fortis-bhel-godrej-consumer-products,Here are the stocks to watch before going into trade today.,2023-08-07 05:00:00.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2022-07%2F66ae7702-1983-4ea1-9a34-c35885c89eb9%2FA_stock_trader_analyzing_stock_market_charts__financial_data___Source_freepik_.jpg?rect=0%2C38%2C5471%2C2872&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'ADEL'}, {'sid': 'AIAE'}, {'sid': 'BRIT'}, {'sid': 'BHEL'}, {'sid': 'GOCP'}, {'sid': 'NDTV'}]",64d0338ea5cfe86dc38a1e06,BRITTANIA,"Stocks To Watch: Adani Enterprises, Britannia, NDTV, AIA Engineering, Fortis, BHEL, Godrej Consumer Products Here are the stocks to watch before going into trade today.",Price Action,
58,"Businesses optimistic on demand, climatic factors a concern for food prices, rural growth: Britannia",news-article,https://economictimes.indiatimes.com/industry/cons-products/fmcg/businesses-optimistic-on-demand-climatic-factors-a-concern-for-food-prices-rural-growth-britannia/articleshow/102471608.cms,"Businesses in India are optimistic on demand conditions despite apprehensions about global recession though challenges from a shortfall in monsoon due to ‘El Nino’ conditions still persist, as per Britannia. Any shortfall in monsoon due to the ‘El Nino’ conditions as forecasted, would also have a hi…",2023-08-06 14:42:00.000,"https://pocket-image-cache.com/direct?url=http://economictimes.indiatimes.com/thumb/msid-102471636,width-1070,height-580,imgsize-93896,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'BRIT'}],64cf6beea5cfe86dc38a1b64,BRITTANIA,"Businesses optimistic on demand, climatic factors a concern for food prices, rural growth: Britannia Businesses in India are optimistic on demand conditions despite apprehensions about global recession though challenges from a shortfall in monsoon due to ‘El Nino’ conditions still persist, as per Britannia. Any shortfall in monsoon due to the ‘El Nino’ conditions as forecasted, would also have a hi…",Financial,Risks
59,Britannia Q1 net profit up 35.65% to ₹455 cr,news-article,https://www.thehindubusinessline.com/companies/britannia-q1-net-profit-up-3565-to-45545-cr/article67158695.ece,"Britannia posts 35.65% YoY rise in Q1 net profit to ₹455.45 cr; revenue up 8.36% to ₹4,010.70 cr. EBITDA up 37% to ₹689 cr; expenses up 5.2% to ₹3,445.63 cr. Net profit falls short of estimates; stock ends 0.08% higher at ₹4,802.55.",2023-08-04 20:20:42.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/em8o9x/article67158788.ece/alternates/LANDSCAPE_1200/HP185770.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'BRIT'}],64cd07497a206429c6a9cd98,BRITTANIA,"Britannia Q1 net profit up 35.65% to ₹455 cr Britannia posts 35.65% YoY rise in Q1 net profit to ₹455.45 cr; revenue up 8.36% to ₹4,010.70 cr. EBITDA up 37% to ₹689 cr; expenses up 5.2% to ₹3,445.63 cr. Net profit falls short of estimates; stock ends 0.08% higher at ₹4,802.55.",Financial,
60,"Mid-day Market | Nifty slips below 19,300 on heavy selling, midcap index goes downhill",news-article,https://www.moneycontrol.com/news/business/markets/mid-day-market-nifty-slips-below-19300-on-heavy-selling-midcap-index-goes-downhill-11257331.html,"Despite the selling pressure, Bajaj Auto and Bajaj Finserv, ONGC, Asian Paints, and Tata Motors managed to eke out gains.",2023-08-25 14:01:27.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/market_volatile-15-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'ASPN'}, {'sid': 'BJFS'}, {'sid': 'BAJA'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': 'ONGC'}, {'sid': 'TAMdv'}, {'sid': 'TAMO'}, {'sid': '.NSEI'}]",64e86b4aef976d312471dd64,ASIAN PAINTS,"Mid-day Market | Nifty slips below 19,300 on heavy selling, midcap index goes downhill Despite the selling pressure, Bajaj Auto and Bajaj Finserv, ONGC, Asian Paints, and Tata Motors managed to eke out gains.",Price Action,
61,Taking Stock: Market squanders opening gains to end near day’s low; IT shines,news-article,https://www.moneycontrol.com/news/business/markets/taking-stock-market-squanders-opening-gains-to-end-near-days-low-it-shines-11251461.html,"Top Nifty losers included Reliance Industries, Grasim Industries, ONGC, Power Grid Corp and JSW Steel, while gainers were BPCL, Asian Paints, IndusInd Bank, Infosys and Britannia Industries",2023-08-24 15:46:07.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/sensex_nifty_sensexdown-4-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'ASPN'}, {'sid': 'BRIT'}, {'sid': 'BPCL'}, {'sid': 'GRAS'}, {'sid': 'IDTI'}, {'sid': 'INFY'}, {'sid': 'INBK'}, {'sid': 'JSTL'}, {'sid': 'MIRA'}, {'sid': 'ONGC'}, {'sid': 'RELI'}, {'sid': '.NSEI'}]",64e73384ef976d312471d5c2,ASIAN PAINTS,"Taking Stock: Market squanders opening gains to end near day’s low; IT shines Top Nifty losers included Reliance Industries, Grasim Industries, ONGC, Power Grid Corp and JSW Steel, while gainers were BPCL, Asian Paints, IndusInd Bank, Infosys and Britannia Industries",Price Action,Financial
62,"Paytm, Zomato, PolicyBazaar can be the next Reliance, Titan or Asian Paints. Here’s why",news-article,https://economictimes.indiatimes.com/markets/expert-view/paytm-zomato-policybazaar-can-be-the-next-reliance-titan-or-asian-paints-heres-why/articleshow/102561524.cms,"“Paytm, Zomato, PolicyBazaar, Nykaa are entrepreneur driven companies and in India, you make a lot of money if you bet on the right entrepreneur, as we have seen with Reliance Industries, Asian Paints or Titan, for that matter, the Tata Group companies. These companies have all the right ingredients…",2023-08-09 11:19:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-102561669,width-1070,height-580,imgsize-23128,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'ASPN'}, {'sid': 'RELI'}, {'sid': 'TITN'}, {'sid': 'ZOM'}, {'sid': 'NYK'}, {'sid': 'POLI'}, {'sid': 'PAY'}]",64d32f81a5cfe86dc38a31d2,ASIAN PAINTS,"Paytm, Zomato, PolicyBazaar can be the next Reliance, Titan or Asian Paints. Here’s why “Paytm, Zomato, PolicyBazaar, Nykaa are entrepreneur driven companies and in India, you make a lot of money if you bet on the right entrepreneur, as we have seen with Reliance Industries, Asian Paints or Titan, for that matter, the Tata Group companies. These companies have all the right ingredients…",Reputation,
63,Broker’s call: Asian Paints (Buy),news-article,https://www.thehindubusinessline.com/markets/brokers-call-asian-paints-buy/article67172640.ece,"Asian Paints posts 10% YoY vol growth in Q1-FY24, revenue up 6.7%. EBITDA margin expands 502bps to 23.1% on moderating raw material prices. Home decor segment contributes 4% of decorative revenue, with focus on increasing mix to 8-10%. We revise rating to Buy with TP of ₹3,691.",2023-08-08 19:23:35.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/mdkh7q/article67172676.ece/alternates/LANDSCAPE_1200/Asian%20Paints.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'ASPN'}],64d24d6ca5cfe86dc38a2d3f,ASIAN PAINTS,"Broker’s call: Asian Paints (Buy) Asian Paints posts 10% YoY vol growth in Q1-FY24, revenue up 6.7%. EBITDA margin expands 502bps to 23.1% on moderating raw material prices. Home decor segment contributes 4% of decorative revenue, with focus on increasing mix to 8-10%. We revise rating to Buy with TP of ₹3,691.",Price Action,Coverage
64,"Sensex rises over 100 points, Nifty above 19,550 ahead of US inflation data",news-article,https://economictimes.indiatimes.com/markets/stocks/news/sensex-rises-over-100-points-nifty-above-19550-ahead-of-us-inflation-data/articleshow/102487666.cms,"From the Sensex pack, M&M, NTPC, Bajaj Finserv, HCL Tech, Wipro, and TCS opened with gains, while ITC, Kotak Bank, Asian Paints, HUL, IndusInd Bank and Nestle opened with cuts.",2023-08-07 09:42:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-102487728,width-1070,height-580,imgsize-68000,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'ASPN'}, {'sid': 'BJFS'}, {'sid': 'IDTI'}, {'sid': 'HCLT'}, {'sid': 'HLL'}, {'sid': 'ITC'}, {'sid': 'INBK'}, {'sid': 'KTKM'}, {'sid': 'MAHM'}, {'sid': 'MIRA'}, {'sid': 'NEST'}, {'sid': 'NTPC'}, {'sid': 'TCS'}, {'sid': 'WIPR'}, {'sid': '.NSEI'}]",64d0702ca5cfe86dc38a1f10,ASIAN PAINTS,"Sensex rises over 100 points, Nifty above 19,550 ahead of US inflation data From the Sensex pack, M&M, NTPC, Bajaj Finserv, HCL Tech, Wipro, and TCS opened with gains, while ITC, Kotak Bank, Asian Paints, HUL, IndusInd Bank and Nestle opened with cuts.",Price Action,Financial
65,"Fitch Fury: Rs 3.56 lakh crore of wealth wiped out as Nifty tests 19,500",news-article,https://www.moneycontrol.com/news/business/markets/taking-stock-investors-lose-rs-3-56-lakh-crore-as-sensex-tanks-677-pts-nifty-below-19550-11082801.html,"Biggest losers on the Nifty were Hero MotoCorp, Tata Motors, Tata Steel, NTPC and Eicher Motors, while gainers were Divis Labs, Nestle India, HUL and Asian Paints",2023-08-02 15:43:37.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/Sensex-Nifty-Markets-2-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'ASPN'}, {'sid': 'DIVI'}, {'sid': 'EICH'}, {'sid': 'IDTI'}, {'sid': 'HLL'}, {'sid': 'HROM'}, {'sid': 'MIRA'}, {'sid': 'NEST'}, {'sid': 'NTPC'}, {'sid': 'TISC'}, {'sid': 'TAMdv'}, {'sid': 'TAMO'}, {'sid': '.NSEI'}]",64ca310f7a206429c6a9b939,ASIAN PAINTS,"Fitch Fury: Rs 3.56 lakh crore of wealth wiped out as Nifty tests 19,500 Biggest losers on the Nifty were Hero MotoCorp, Tata Motors, Tata Steel, NTPC and Eicher Motors, while gainers were Divis Labs, Nestle India, HUL and Asian Paints",Financial,
66,"Sensex falls 300 points as weak economic data spooks investors; Nifty below 19,650",news-article,https://economictimes.indiatimes.com/markets/stocks/news/sensex-falls-300-points-as-weak-economic-data-triggers-caution-nifty-below-19650/articleshow/102335904.cms,"Among the Sensex stocks, Tata Steel, L&T, JSW Steel, Bajaj Finserv, HDFC Bank, TCS, and Tata Motors opened lower, while only Reliance Industries and Asian Paints opened higher.",2023-08-02 09:47:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-102335890,width-1070,height-580,imgsize-27316,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'ASPN'}, {'sid': 'BJFS'}, {'sid': 'IDTI'}, {'sid': 'HDBK'}, {'sid': 'JSTL'}, {'sid': 'LART'}, {'sid': 'MIRA'}, {'sid': 'RELI'}, {'sid': 'TISC'}, {'sid': 'TAMdv'}, {'sid': 'TAMO'}, {'sid': 'TCS'}, {'sid': '.NSEI'}]",64c9dfaf7a206429c6a9b60c,ASIAN PAINTS,"Sensex falls 300 points as weak economic data spooks investors; Nifty below 19,650 Among the Sensex stocks, Tata Steel, L&T, JSW Steel, Bajaj Finserv, HDFC Bank, TCS, and Tata Motors opened lower, while only Reliance Industries and Asian Paints opened higher.",Financial,Price Action
67,"Asian Paints, Bajaj Finance among 10 stocks with Golden Crossover pattern",news-article,https://economictimes.indiatimes.com/markets/stocks/news/asian-paints-bajaj-finance-among-10-stocks-with-golden-crossover-pattern/articleshow/102318124.cms,"ETMarkets has carefully selected 10 stocks from the 46 Nifty50 stocks reported by Trendlyne on Friday, August 1, that have witnessed this pattern formation",2023-08-01 18:16:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-102318092,width-1070,height-580,imgsize-1421942,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'ASPN'}, {'sid': 'BJFN'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}]",64c905b67a206429c6a9b16b,ASIAN PAINTS,"Asian Paints, Bajaj Finance among 10 stocks with Golden Crossover pattern ETMarkets has carefully selected 10 stocks from the 46 Nifty50 stocks reported by Trendlyne on Friday, August 1, that have witnessed this pattern formation",Price Action,Technical Analysis
68,Reduce Asian Paints; target of Rs 3000: ICICI Securities,news-article,https://www.moneycontrol.com/news/business/stocks/reduce-asian-paints-target-of-rs-3000-icici-securities-11054721.html,"ICICI Securities recommended reduce rating on Asian Paints with a target price of Rs 3000 in its research report dated July 26, 2023.",2023-07-29 21:29:05.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2020/10/reduced-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'ASPN'}, {'sid': 'ICCI'}]",64c53d32042faa63cb2a3188,ASIAN PAINTS,"Reduce Asian Paints; target of Rs 3000: ICICI Securities ICICI Securities recommended reduce rating on Asian Paints with a target price of Rs 3000 in its research report dated July 26, 2023.",Price Action,Regulatory
69,Hold Asian Paints; target of Rs 3675: Sharekhan,news-article,https://www.moneycontrol.com/news/business/stocks/hold-asian-paints-target-of-rs-3675-sharekhan-11045611.html,"Sharekhan recommended Hold rating on Asian Paints with a target price of Rs 3675 in its research report dated July 25, 2023.",2023-07-28 16:32:48.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2022/10/hold-2-1.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'ASPN'}],64c3a561042faa63cb2a298b,ASIAN PAINTS,"Hold Asian Paints; target of Rs 3675: Sharekhan Sharekhan recommended Hold rating on Asian Paints with a target price of Rs 3675 in its research report dated July 25, 2023.",Price Action,Technical Analysis
70,Buy Asian Paints; target of Rs 3939: Religare Retail Research,news-article,https://www.moneycontrol.com/news/business/stocks/buy-asian-paints-target-of-rs-3939-religare-retail-research-11043951.html,Religare Retail Research is bullish on Asian Paints has recommended buy rating on the stock with a target price of Rs 3939 in its research report dated July 26 2023.,2023-07-27 17:50:42.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2022/10/Buy_1-378x213-2.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'ASPN'}],64c268f9042faa63cb2a2150,ASIAN PAINTS,Buy Asian Paints; target of Rs 3939: Religare Retail Research Religare Retail Research is bullish on Asian Paints has recommended buy rating on the stock with a target price of Rs 3939 in its research report dated July 26 2023.,Price Action,Coverage
71,Hold Asian Paints; target of Rs 3527: Prabhudas Lilladher,news-article,https://www.moneycontrol.com/news/business/stocks/hold-asian-paints-target-of-rs-3527-prabhudas-lilladher-11042711.html,"Prabhudas Lilladher recommended hold rating on Asian Paints with a target price of Rs 3527 in its research report dated July 25, 2023.",2023-07-27 17:21:05.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2022/10/hold-1-1.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'ASPN'}],64c25d2b042faa63cb2a20d2,ASIAN PAINTS,"Hold Asian Paints; target of Rs 3527: Prabhudas Lilladher Prabhudas Lilladher recommended hold rating on Asian Paints with a target price of Rs 3527 in its research report dated July 25, 2023.",Price Action,Regulatory
72,Asian Paints’ shares dip marginally,news-article,https://www.thehindubusinessline.com/markets/stock-markets/asian-paints-shares-dip-marginally/article67126789.ece,"Asian Paints reported a 7.78% increase in revenue, amounting to ₹9,182.31 crore for the quarter ending June 30, 2023. The profit for the same period saw a significant rise of 52%, reaching ₹1,574.84 crore. ICICI Securities’ analysis revealed higher sales of low-value products, with strong growth in …",2023-07-27 14:32:12.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/lzth0n/article67126833.ece/alternates/LANDSCAPE_1200/9ef88216-d92f-4d8f-8aed-2469a58d6a2e.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'ASPN'}, {'sid': 'ICCI'}]",64c2351a042faa63cb2a1eff,ASIAN PAINTS,"Asian Paints’ shares dip marginally Asian Paints reported a 7.78% increase in revenue, amounting to ₹9,182.31 crore for the quarter ending June 30, 2023. The profit for the same period saw a significant rise of 52%, reaching ₹1,574.84 crore. ICICI Securities’ analysis revealed higher sales of low-value products, with strong growth in …",Financial,
73,Market benchmark indices move up in early trade on fresh buying,news-article,https://www.thehindubusinessline.com/markets/market-benchmark-indices-move-up-in-early-trade-on-fresh-buying/article67126395.ece,"Equity indices Sensex & Nifty rose in early trade on Thursday, aided by sustained FII buying & value-buying in bellwether stocks. US Fed’s move on interest rate hike came in as expected, boosting indices. Bajaj Finserv, Bharti Airtel, Asian Paints, Tata Motors, Sun Pharma & Infosys gained. FMCG comp…",2023-07-27 10:23:10.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/5lw9pm/article67126407.ece/alternates/LANDSCAPE_1200/Stock%20market9.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'ASPN'}, {'sid': 'BJFS'}, {'sid': 'BRTI'}, {'sid': 'IDTI'}, {'sid': 'INFY'}, {'sid': 'MIRA'}, {'sid': 'SUN'}, {'sid': 'TAMdv'}, {'sid': 'TAMO'}, {'sid': '.NSEI'}]",64c1fce1042faa63cb2a1cd1,ASIAN PAINTS,"Market benchmark indices move up in early trade on fresh buying Equity indices Sensex & Nifty rose in early trade on Thursday, aided by sustained FII buying & value-buying in bellwether stocks. US Fed’s move on interest rate hike came in as expected, boosting indices. Bajaj Finserv, Bharti Airtel, Asian Paints, Tata Motors, Sun Pharma & Infosys gained. FMCG comp…",Price Action,Technical Analysis
74,"Results Review for L&T, Asian Paints, Tata Motors, Bajaj Auto, SBI Life & More",news-article,https://in.investing.com/analysis/results-review-for-lt-asian-paints-tata-motors-bajaj-auto-sbi-life--more-200592757,"Results Review for L&T, Asian Paints, Tata Motors, Bajaj Auto, SBI Life & More",2023-07-26 19:26:00.000,https://pocket-image-cache.com/direct?url=http://i-invdn-com.investing.com/redesign/images/seo/investingcom_analysis_og.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/investing-com.png', 'id': 'in.investing.com', 'name': 'Investing.com'}","[{'sid': 'ASPN'}, {'sid': 'BAJA'}, {'sid': 'LART'}, {'sid': 'SBIL'}, {'sid': 'TAMdv'}, {'sid': 'TAMO'}]",64c1271e042faa63cb2a185a,ASIAN PAINTS,"Results Review for L&T, Asian Paints, Tata Motors, Bajaj Auto, SBI Life & More Results Review for L&T, Asian Paints, Tata Motors, Bajaj Auto, SBI Life & More",Risks,Sales
75,Asian Paints expects Q2 and Q3 to be good on an absolute level: Amit Syngle,news-article,https://economictimes.indiatimes.com/markets/expert-view/asian-paints-expects-q2-and-q3-to-be-good-on-an-absolute-level-amit-syngle/articleshow/102133001.cms,"Asian Paints saw equal growth in T1, T2 and T3, T4 cities, according to Amit Syngal, CEO. The projects division has done particularly well, with B2B customers, builders, factories and government spending showing strong signs of recovery. A good performance in the industrial sector was also reported.…",2023-07-26 13:51:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-102133063,width-1070,height-580,imgsize-15902,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'ASPN'}],64c0e4ad042faa63cb2a156f,ASIAN PAINTS,"Asian Paints expects Q2 and Q3 to be good on an absolute level: Amit Syngle Asian Paints saw equal growth in T1, T2 and T3, T4 cities, according to Amit Syngal, CEO. The projects division has done particularly well, with B2B customers, builders, factories and government spending showing strong signs of recovery. A good performance in the industrial sector was also reported.…",Financial,
76,"Asian Paints trades deeper into the red, brokerages send out mixed signals",news-article,https://www.moneycontrol.com/news/business/earnings/asian-paints-trades-deeper-into-the-red-brokerages-send-out-mixed-signals-11029381.html,Asian Paints’ bath fittings sales fell 28.2 percent and kitchen business sales fell 12 percent year-on-year in Q1FY24.,2023-07-26 09:25:10.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2017/03/Asian_paints1-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'ASPN'}],64c09b2c042faa63cb2a125d,ASIAN PAINTS,"Asian Paints trades deeper into the red, brokerages send out mixed signals Asian Paints’ bath fittings sales fell 28.2 percent and kitchen business sales fell 12 percent year-on-year in Q1FY24.",Sales,
